Utterance,Speaker,Emotion,Strategy,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
And things felt,Client,neutral,undefined,982,26,3,17,"00:20:27,566","00:20:30,935"
out of balance.,Client,neutral,undefined,982,27,3,17,"00:20:30,970","00:20:34,205"
Then I went upstairs to my room,Client,neutral,undefined,982,28,3,17,"00:20:34,239","00:20:37,575"
and I wrote to Kamala.,Client,neutral,undefined,982,29,3,17,"00:20:37,610","00:20:39,544"
Can I ask you what you wrote?,Therapist,neutral,Open question,982,30,3,17,"00:20:39,578","00:20:41,813"
I really did consider calling you.,Client,neutral,undefined,982,31,3,17,"00:20:48,220","00:20:51,222"
The next time I want you to do that.,Therapist,neutral,Advisement,982,32,3,17,"00:20:53,125","00:20:57,428"
Okay?,Therapist,neutral,Communication Skills,982,33,3,17,"00:20:57,463","00:20:58,930"
"Yeah, perhaps.",Client,neutral,undefined,982,34,3,17,"00:20:58,964","00:21:02,200"
"Sunil, there's so much going on",Therapist,neutral,Interpretation,982,35,3,17,"00:21:05,604","00:21:08,873"
in your life at the moment:,Therapist,neutral,Interpretation,982,36,3,17,"00:21:08,907","00:21:10,908"
You've lost your wife.,Therapist,neutral,Interpretation,982,37,3,17,"00:21:10,943","00:21:13,111"
You've started to talk about a love affair,Therapist,neutral,Restatement,982,38,3,17,"00:21:13,145","00:21:15,580"
that ended in tragedy.,Therapist,neutral,Restatement,982,39,3,17,"00:21:15,614","00:21:17,281"
You're worried about your son.,Therapist,neutral,Restatement,982,40,3,17,"00:21:17,316","00:21:18,750"
You're worried about your grandchildren.,Therapist,neutral,Restatement,982,41,3,17,"00:21:18,784","00:21:20,685"
You have these conflicted ideas,Therapist,neutral,Restatement,982,42,3,17,"00:21:20,719","00:21:23,221"
about your daughter-in-law.,Therapist,neutral,Restatement,982,43,3,17,"00:21:23,255","00:21:26,257"
You're anxious about the floods,Therapist,neutral,Restatement,982,44,3,17,"00:21:26,291","00:21:28,292"
in your homeland... in India.,Therapist,neutral,Restatement,982,45,3,17,"00:21:28,327","00:21:30,528"
"I'm concerned about you, Sunil...",Therapist,neutral,Restatement,982,46,3,17,"00:21:30,562","00:21:34,165"
that with all of these intense feelings,Therapist,neutral,Interpretation,982,47,3,17,"00:21:34,199","00:21:36,501"
coming to the surface,Therapist,neutral,Interpretation,982,48,3,17,"00:21:36,535","00:21:38,302"
I understand how difficult it could be,Therapist,neutral,Approval,982,49,3,17,"00:21:38,337","00:21:42,573"
for you to stay in control.,Therapist,neutral,Approval,982,50,3,17,"00:21:42,608","00:21:46,411"
And I... I want to suggest,Therapist,neutral,Advisement,982,51,3,17,"00:21:46,445","00:21:49,013"
that you consider coming here,Therapist,neutral,Advisement,982,52,3,17,"00:21:49,048","00:21:51,115"
"a little more often, maybe twice a week.",Therapist,neutral,Advisement,982,53,3,17,"00:21:51,150","00:21:54,585"
You think I'm going crazy?,Client,depression,undefined,983,0,3,17,"00:21:54,620","00:21:57,188"
"No no no no, you're not... you're not crazy,",Therapist,neutral,Approval,983,1,3,17,"00:21:57,222","00:22:00,191"
I assure you.,Therapist,neutral,Approval,983,2,3,17,"00:22:00,225","00:22:02,393"
"I have patients who come to see me two-three times a week,",Therapist,neutral,Restatement,983,3,3,17,"00:22:02,428","00:22:05,096"
but it doesn't mean they're crazy.,Therapist,neutral,Interpretation,983,4,3,17,"00:22:05,130","00:22:07,765"
It's just that they can benefit,Therapist,neutral,Interpretation,983,5,3,17,"00:22:07,800","00:22:10,234"
"from working more on themselves,",Therapist,neutral,Interpretation,983,6,3,17,"00:22:10,269","00:22:13,938"
going deeper with therapy.,Therapist,neutral,Interpretation,983,7,3,17,"00:22:13,972","00:22:15,973"
Julia and Arun...,Client,depression,undefined,983,8,3,17,"00:22:16,008","00:22:18,476"
they have done enough for me.,Client,depression,undefined,983,9,3,17,"00:22:18,510","00:22:21,212"
And I would prefer,Client,depression,undefined,983,10,3,17,"00:22:21,246","00:22:23,181"
not to ask anything more than this.,Client,depression,undefined,983,11,3,17,"00:22:23,215","00:22:24,916"
"Well, would you like me to talk to them for you?",Therapist,neutral,Open question,983,12,3,17,"00:22:24,950","00:22:26,984"
"No no, please. I would not prefer that.",Client,depression,undefined,983,13,3,17,"00:22:27,019","00:22:30,388"
"Do you pray, Paul?",Client,neutral,undefined,983,14,3,17,"00:22:53,078","00:22:55,046"
Do I... do I pray?,Therapist,neutral,Restatement,983,15,3,17,"00:22:56,715","00:22:58,883"
Yes.,Client,neutral,undefined,983,16,3,17,"00:22:58,917","00:23:01,119"
"Sometimes, yes.",Therapist,neutral,Communication Skills,983,17,3,17,"00:23:01,153","00:23:03,121"
Then please pray.,Client,neutral,undefined,983,18,3,17,"00:23:03,155","00:23:04,956"
For what?,Therapist,neutral,Communication Skills,983,19,3,17,"00:23:04,990","00:23:07,525"
For the rains to stop in India.,Client,neutral,undefined,983,20,3,17,"00:23:10,629","00:23:13,364"
Is this normal?,Client,neutral,undefined,984,0,3,18,"00:00:20,002","00:00:22,170"
What?,Therapist,neutral,Open question,984,1,3,18,"00:00:22,204","00:00:24,139"
"For it to be so hard to get started,",Client,neutral,undefined,984,2,3,18,"00:00:25,641","00:00:28,943"
"you know, to sit here for so long and not say anything?",Client,neutral,undefined,984,3,3,18,"00:00:28,978","00:00:31,713"
"It's actually only been a minute or two,",Therapist,neutral,Restatement,984,4,3,18,"00:00:31,747","00:00:35,917"
"but yeah, it's quite common.",Therapist,neutral,Approval,984,5,3,18,"00:00:35,951","00:00:39,587"
"If I didn't say anything for the whole hour,",Client,neutral,undefined,984,6,3,18,"00:00:41,757","00:00:44,058"
would you say something eventually,Client,neutral,undefined,984,7,3,18,"00:00:44,093","00:00:45,994"
or would you just sit there?,Client,neutral,undefined,984,8,3,18,"00:00:46,028","00:00:48,096"
45 minutes later...,Client,neutral,undefined,984,9,3,18,"00:00:48,130","00:00:49,731"
It's time. We'll pick up here next week.,Client,neutral,undefined,984,10,3,18,"00:00:49,765","00:00:51,866"
"Eventually I would say something, yeah,",Therapist,neutral,Interpretation,984,11,3,18,"00:00:51,901","00:00:54,769"
but the silences are instructive.,Therapist,neutral,Approval,984,12,3,18,"00:00:54,804","00:00:57,438"
How long before you intervene? What's the record?,Client,neutral,undefined,984,13,3,18,"00:00:57,473","00:01:00,141"
What's the longest silence by a patient?,Client,neutral,undefined,984,14,3,18,"00:01:00,176","00:01:02,644"
20-25 minutes.,Therapist,neutral,Open question,984,15,3,18,"00:01:02,678","00:01:05,647"
Yeah?,Client,neutral,undefined,984,16,3,18,"00:01:05,681","00:01:06,948"
Who blinked first?,Client,neutral,undefined,984,17,3,18,"00:01:06,982","00:01:09,818"
I did.,Therapist,neutral,Open question,984,18,3,18,"00:01:06,982","00:01:09,818"
"Finally I said, what are you thinking about?",Therapist,neutral,Restatement,984,19,3,18,"00:01:09,852","00:01:11,920"
"And she said, I've just been sitting here",Therapist,neutral,Approval,984,20,3,18,"00:01:11,954","00:01:14,355"
wondering when you were gonna say something.,Therapist,neutral,Interpretation,984,21,3,18,"00:01:14,390","00:01:17,425"
So what are you thinking about?,Therapist,neutral,Restatement,984,22,3,18,"00:01:22,264","00:01:25,233"
So last week as you were leaving,Therapist,neutral,Open question,984,23,3,18,"00:01:54,697","00:01:56,664"
"you said that you'd gotten the results of your test,",Therapist,neutral,Interpretation,984,24,3,18,"00:01:56,699","00:01:58,933"
but you hadn't looked at them yet.,Therapist,neutral,Restatement,984,25,3,18,"00:01:58,968","00:02:02,203"
I'm not ready to talk about that yet.,Client,neutral,undefined,984,26,3,18,"00:02:02,238","00:02:04,906"
How come?,Therapist,neutral,Interpretation,984,27,3,18,"00:02:04,940","00:02:07,542"
Did you look at the results?,Therapist,neutral,Interpretation,984,28,3,18,"00:02:07,576","00:02:10,612"
Izzy...,Client,neutral,undefined,984,29,3,18,"00:02:10,646","00:02:11,913"
I'm sitting here thinking about Izzy.,Client,neutral,undefined,985,0,3,18,"00:02:11,947","00:02:15,149"
You've heard from her?,Therapist,neutral,Open question,985,1,3,18,"00:02:15,184","00:02:17,051"
Only when she wants something.,Client,neutral,undefined,985,2,3,18,"00:02:17,086","00:02:18,686"
"Last week I got an email, a text,",Client,neutral,undefined,985,3,3,18,"00:02:18,721","00:02:21,289"
three messages on my voicemail.,Client,neutral,undefined,985,4,3,18,"00:02:21,323","00:02:23,258"
It's more communication than I've had from her in months.,Client,neutral,undefined,985,5,3,18,"00:02:23,292","00:02:26,094"
She wanted to download some music and needed my password.,Client,neutral,undefined,985,6,3,18,"00:02:26,128","00:02:29,130"
"Well, maybe that was her way of breaking the ice.",Therapist,neutral,Interpretation,985,7,3,18,"00:02:29,164","00:02:31,566"
"Oh, by whining and begging,",Client,neutral,undefined,985,8,3,18,"00:02:31,600","00:02:33,601"
issuing demands?,Client,neutral,undefined,985,9,3,18,"00:02:33,636","00:02:36,638"
You sound like you're kind of angry with her.,Therapist,neutral,Interpretation,985,10,3,18,"00:02:36,672","00:02:38,773"
Maybe it's time you to see her.,Therapist,neutral,Open question,985,11,3,18,"00:02:38,807","00:02:40,808"
I did.,Client,neutral,undefined,985,12,3,18,"00:02:40,843","00:02:42,543"
When?,Therapist,neutral,Open question,985,13,3,18,"00:02:42,578","00:02:44,178"
This week.,Client,neutral,undefined,985,14,3,18,"00:02:44,213","00:02:45,847"
"I had her scarf, remember?",Client,neutral,undefined,985,15,3,18,"00:02:45,881","00:02:47,482"
"Oh yes, the one that you took from Tricia's.",Therapist,neutral,Approval,985,16,3,18,"00:02:47,516","00:02:50,151"
And some other things. I had a t-shirt that she loved,Client,neutral,undefined,985,17,3,18,"00:02:51,720","00:02:54,422"
and some paperbacks. I stuffed them all in a backpack,Client,neutral,undefined,985,18,3,18,"00:02:54,456","00:02:57,225"
and I went down to her school and ambushed her.,Client,neutral,undefined,985,19,3,18,"00:02:57,259","00:02:59,861"
Ambushed her?,Therapist,neutral,Interpretation,985,20,3,18,"00:02:59,895","00:03:01,863"
"Well, if I'd told her I was coming,",Client,neutral,undefined,985,21,3,18,"00:03:01,897","00:03:03,898"
she never would have stayed put.,Client,neutral,undefined,985,22,3,18,"00:03:03,933","00:03:06,634"
"Anyway, she was out front,",Client,joy,undefined,986,0,3,18,"00:03:06,669","00:03:08,469"
chatting with some friends on the steps.,Client,joy,undefined,986,1,3,18,"00:03:08,504","00:03:10,471"
"She looked very grown-up,",Client,joy,undefined,986,2,3,18,"00:03:10,506","00:03:14,442"
"chic,",Client,joy,undefined,986,3,3,18,"00:03:14,476","00:03:17,578"
full of life.,Client,joy,undefined,986,4,3,18,"00:03:17,613","00:03:20,114"
I just stood there and watched her for a few minutes.,Client,joy,undefined,986,5,3,18,"00:03:20,149","00:03:23,518"
And what was that like?,Therapist,neutral,Interpretation,986,6,3,18,"00:03:23,552","00:03:27,021"
It was sort of surreal.,Client,joy,undefined,986,7,3,18,"00:03:27,056","00:03:29,090"
It was like looking into the future.,Client,joy,undefined,986,8,3,18,"00:03:29,124","00:03:31,025"
Who is this young woman?,Client,joy,undefined,986,9,3,18,"00:03:31,060","00:03:33,895"
"I mean, where'd she come from?",Client,joy,undefined,986,10,3,18,"00:03:33,929","00:03:36,931"
I don't know. She...,Client,joy,undefined,986,11,3,18,"00:03:36,966","00:03:39,233"
"She looked sort of confused when she saw me, surprised.",Client,joy,undefined,986,12,3,18,"00:03:39,268","00:03:42,770"
Her friends were gawking.,Client,joy,undefined,986,13,3,18,"00:03:42,805","00:03:44,672"
And then this confident young woman,Client,joy,undefined,986,14,3,18,"00:03:44,707","00:03:46,774"
just evaporated in front of my eyes,Client,joy,undefined,986,15,3,18,"00:03:46,809","00:03:48,743"
"and she went back to being this sullen, obnoxious little...",Client,joy,undefined,986,16,3,18,"00:03:48,777","00:03:51,913"
"Well, they're grown-ups around their friends.",Therapist,neutral,Interpretation,986,17,3,18,"00:03:51,947","00:03:54,115"
But they're... they're still children with us.,Therapist,neutral,Open question,986,18,3,18,"00:03:54,149","00:03:58,219"
Did you speak to her?,Therapist,neutral,Open question,986,19,3,18,"00:03:58,253","00:03:59,587"
She always licks her lips,Client,joy,undefined,986,20,3,18,"00:03:59,621","00:04:01,756"
"when she gets nervous, you know? It's compulsive.",Client,joy,undefined,986,21,3,18,"00:04:01,790","00:04:03,825"
She did it all the time when she was a child.,Client,joy,undefined,986,22,3,18,"00:04:03,859","00:04:05,693"
She used to have this red ring of irritation around her mouth.,Client,joy,undefined,986,23,3,18,"00:04:05,728","00:04:08,162"
She started doing that when she was talking to me.,Client,joy,undefined,986,24,3,18,"00:04:08,197","00:04:10,164"
"I said, honey, don't do that,",Client,joy,undefined,986,25,3,18,"00:04:10,199","00:04:11,966"
and I offered her some chapstick.,Client,joy,undefined,986,26,3,18,"00:04:12,001","00:04:13,634"
You would have thought that I tried,Client,joy,undefined,986,27,3,18,"00:04:13,669","00:04:15,470"
to scald her with a hot poker.,Client,joy,undefined,986,28,3,18,"00:04:15,504","00:04:17,572"
"I mean, she just fled.",Client,joy,undefined,986,29,3,18,"00:04:17,606","00:04:19,374"
And did that hurt you?,Therapist,neutral,Open question,986,30,3,18,"00:04:19,408","00:04:21,709"
Oh no.,Client,joy,undefined,986,31,3,18,"00:04:21,744","00:04:23,311"
I'm used to stuff like that. That didn't hurt me.,Client,joy,undefined,986,32,3,18,"00:04:23,345","00:04:25,313"
What she did after hurt me.,Client,joy,undefined,986,33,3,18,"00:04:25,347","00:04:27,215"
What did she do?,Therapist,neutral,Restatement,986,34,3,18,"00:04:27,249","00:04:29,851"
She texted me.,Client,joy,undefined,986,35,3,18,"00:04:29,885","00:04:32,353"
Thanks for bringing the scarf.,Client,joy,undefined,986,36,3,18,"00:04:37,092","00:04:39,360"
You should call Trish. She's really sick now.,Client,depression,undefined,987,0,3,18,"00:04:39,395","00:04:42,196"
She looks like a skeleton.,Client,depression,undefined,987,1,3,18,"00:04:42,231","00:04:44,499"
It's always about Trish.,Client,depression,undefined,987,2,3,18,"00:04:50,339","00:04:52,407"
"You know, I haven't seen my daughter for months...",Client,depression,undefined,987,3,3,18,"00:04:52,441","00:04:55,243"
"I mean, not really, not in any meaningful way.",Client,depression,undefined,987,4,3,18,"00:04:55,277","00:04:57,211"
She's been spending every waking minute with my sister.,Client,depression,undefined,987,5,3,18,"00:04:57,246","00:05:00,581"
"I finally reach out to her. I see her once,",Client,depression,undefined,987,6,3,18,"00:05:00,616","00:05:02,817"
and what does she do? She texts me about Trish.,Client,depression,undefined,987,7,3,18,"00:05:02,851","00:05:06,287"
How did you feel when you heard,Therapist,neutral,Open question,987,8,3,18,"00:05:06,321","00:05:09,190"
that Patricia looked like a skeleton?,Therapist,neutral,Open question,987,9,3,18,"00:05:09,224","00:05:12,026"
"Well, how do you think I felt?",Client,depression,undefined,987,10,3,18,"00:05:12,061","00:05:13,761"
"I don't know. I'm finding it kind of hard to read your reaction,",Therapist,neutral,Interpretation,987,11,3,18,"00:05:13,796","00:05:16,597"
but I imagine that it must have been hard to hear.,Therapist,neutral,Open question,987,12,3,18,"00:05:16,632","00:05:20,268"
It was very hard. I couldn't even take it in.,Client,depression,undefined,987,13,3,18,"00:05:20,302","00:05:23,304"
"I just texted Izzy back and said,",Client,depression,undefined,987,14,3,18,"00:05:23,338","00:05:25,373"
"you know, great seeing you, darling.",Client,depression,undefined,987,15,3,18,"00:05:25,407","00:05:27,508"
And I'll call Trish after the show.,Client,depression,undefined,987,16,3,18,"00:05:27,543","00:05:29,777"
And did you?,Therapist,neutral,Open question,987,17,3,18,"00:05:29,812","00:05:30,912"
Why? You agree with Izzy?,Client,depression,undefined,987,18,3,18,"00:05:30,946","00:05:32,947"
You think I should call my sister?,Client,depression,undefined,987,19,3,18,"00:05:32,981","00:05:34,515"
"Yes, I do.",Therapist,neutral,Guiding the Pace and Depth of the Conversation,987,20,3,18,"00:05:34,550","00:05:36,084"
I think that you should call your sister.,Therapist,neutral,Guiding the Pace and Depth of the Conversation,987,21,3,18,"00:05:36,118","00:05:39,253"
"Well, I went out and got laid instead.",Client,depression,undefined,987,22,3,18,"00:05:39,288","00:05:43,291"
"I know, I know you're judging me,",Client,depression,undefined,987,23,3,18,"00:05:44,693","00:05:47,028"
but I don't care.,Client,depression,undefined,987,24,3,18,"00:05:47,062","00:05:49,263"
I haven't been with anyone since Russell.,Client,depression,undefined,987,25,3,18,"00:05:49,298","00:05:52,900"
25 and very handsome.,Client,depression,undefined,987,26,3,18,"00:05:52,935","00:05:57,038"
No body fat... none.,Client,depression,undefined,987,27,3,18,"00:05:57,072","00:05:59,140"
"Actually I was a little worried. I thought,",Client,depression,undefined,987,28,3,18,"00:05:59,174","00:06:01,476"
I wonder if he gets cold in the winter.,Client,depression,undefined,987,29,3,18,"00:06:01,510","00:06:04,946"
"Part of me wanted to fuck him,",Client,joy,undefined,988,0,3,18,"00:06:04,980","00:06:07,415"
part of me wanted to take him home and wrap him in a blanket,Client,joy,undefined,988,1,3,18,"00:06:07,449","00:06:09,917"
and give him a great big meal.,Client,joy,undefined,988,2,3,18,"00:06:09,952","00:06:11,619"
It was that maternal-erotic thing,Client,joy,undefined,988,3,3,18,"00:06:11,653","00:06:13,588"
you were talking about.,Client,joy,undefined,988,4,3,18,"00:06:13,622","00:06:15,690"
So this man that you...,Therapist,neutral,Open question,988,5,3,18,"00:06:15,724","00:06:17,825"
"Oh, he's in the cast... Eddie, Eduardo.",Client,joy,undefined,988,6,3,18,"00:06:17,860","00:06:20,828"
"Well, you know the script, right?",Client,joy,undefined,988,7,3,18,"00:06:20,863","00:06:22,763"
He is one of Maxine's houseboys.,Client,joy,undefined,988,8,3,18,"00:06:22,798","00:06:25,500"
After the preview I went out for a quick drink with the cast.,Client,joy,undefined,988,9,3,18,"00:06:25,534","00:06:28,436"
"And I was gonna call Tricia afterwards, when I got home.",Client,joy,undefined,988,10,3,18,"00:06:28,470","00:06:31,205"
I knew she'd be up. She sleeps during the day,Client,joy,undefined,988,11,3,18,"00:06:31,240","00:06:34,175"
"and then she's up at night... you know, the morphine.",Client,joy,undefined,988,12,3,18,"00:06:34,209","00:06:36,310"
"You haven't done that before, have you... gone out with the cast?",Therapist,neutral,Open question,988,13,3,18,"00:06:36,345","00:06:39,046"
"Well, they've been bugging me.",Client,joy,undefined,988,14,3,18,"00:06:39,081","00:06:40,848"
I've just been avoiding it.,Client,joy,undefined,988,15,3,18,"00:06:40,883","00:06:43,284"
( Sighs ),Client,joy,undefined,988,16,3,18,"00:06:43,318","00:06:45,052"
He kept buying me martinis.,Client,joy,undefined,988,17,3,18,"00:06:45,087","00:06:46,821"
I'm a lightweight. I only need one drink.,Client,joy,undefined,988,18,3,18,"00:06:46,855","00:06:48,723"
But halfway through the third I asked him to show me,Client,joy,undefined,988,19,3,18,"00:06:48,757","00:06:51,692"
"where he lived, just like that.",Client,joy,undefined,988,20,3,18,"00:06:51,727","00:06:53,728"
Wasn't that bold of me?,Client,joy,undefined,988,21,3,18,"00:06:53,762","00:06:55,696"
Do you think it was the alcohol that made you bold?,Therapist,neutral,Open question,988,22,3,18,"00:06:55,731","00:06:57,965"
Didn't hurt.,Client,joy,undefined,988,23,3,18,"00:06:58,000","00:06:59,500"
Two years.,Client,joy,undefined,988,24,3,18,"00:06:59,535","00:07:01,469"
"I kept telling myself, don't worry, Frances,",Client,joy,undefined,988,25,3,18,"00:07:01,503","00:07:03,471"
it's like riding a bicycle.,Client,joy,undefined,988,26,3,18,"00:07:03,505","00:07:06,807"
And was it?,Therapist,neutral,Restatement,988,27,3,18,"00:07:06,842","00:07:09,944"
"He took off my shirt and touched me,",Client,joy,undefined,988,28,3,18,"00:07:11,513","00:07:14,482"
and I thought I was gonna lose it.,Client,joy,undefined,988,29,3,18,"00:07:14,516","00:07:16,951"
"I mean, he loved my breasts.",Client,joy,undefined,988,30,3,18,"00:07:16,985","00:07:20,254"
You sound surprised.,Therapist,neutral,Interpretation,988,31,3,18,"00:07:20,289","00:07:21,923"
"I'm not 25 or synthetic, if you know what I mean.",Client,joy,undefined,988,32,3,18,"00:07:21,957","00:07:25,593"
And he just kept kissing them,Client,joy,undefined,988,33,3,18,"00:07:25,627","00:07:28,896"
and touching them.,Client,joy,undefined,988,34,3,18,"00:07:28,931","00:07:32,166"
"Well, I forgot how sensitive they are.",Client,joy,undefined,988,35,3,18,"00:07:33,435","00:07:37,004"
Are you shocked?,Client,joy,undefined,988,36,3,18,"00:07:38,440","00:07:39,974"
No.,Therapist,neutral,Open question,988,37,3,18,"00:07:40,008","00:07:41,943"
Oh please.,Client,joy,undefined,988,38,3,18,"00:07:41,977","00:07:43,811"
Are you trying to shock me?,Therapist,neutral,Approval,988,39,3,18,"00:07:43,845","00:07:46,080"
"No, I just know how squeamish you are.",Client,neutral,undefined,989,0,3,18,"00:07:46,114","00:07:48,416"
What about my behavior would make you think I'm squeamish?,Therapist,neutral,Open question,989,1,3,18,"00:07:48,450","00:07:52,320"
"Well, your whole life seems squeamish to me.",Client,neutral,undefined,989,2,3,18,"00:07:52,354","00:07:55,456"
"I mean, no wonder Trish loved you so much.",Client,neutral,undefined,989,3,3,18,"00:07:55,490","00:07:57,558"
She always had a thing for repressed men.,Client,neutral,undefined,989,4,3,18,"00:07:57,593","00:08:00,261"
I'm... I'm struck by the fact,Therapist,neutral,Approval,989,5,3,18,"00:08:01,897","00:08:04,732"
that you went out,Therapist,neutral,Restatement,989,6,3,18,"00:08:04,766","00:08:06,801"
and that you had sex,Therapist,neutral,Open question,989,7,3,18,"00:08:06,835","00:08:08,769"
for the first time in two years,Therapist,neutral,Approval,989,8,3,18,"00:08:08,804","00:08:11,072"
when you were confronted by the very real image,Therapist,neutral,Open question,989,9,3,18,"00:08:11,106","00:08:14,075"
of your sister being sick...,Therapist,neutral,Interpretation,989,10,3,18,"00:08:14,109","00:08:16,344"
very sick.,Therapist,neutral,Interpretation,989,11,3,18,"00:08:16,378","00:08:18,913"
What's the connection between the two events?,Therapist,neutral,Interpretation,989,12,3,18,"00:08:18,947","00:08:21,082"
I wanted to feel good instead of bad.,Client,neutral,undefined,989,13,3,18,"00:08:21,116","00:08:23,918"
Do you think there might be anything else?,Therapist,neutral,Restatement,989,14,3,18,"00:08:23,952","00:08:25,853"
"No, but clearly you do.",Client,neutral,undefined,989,15,3,18,"00:08:25,887","00:08:27,355"
So why don't you just tell me what it is?,Client,neutral,undefined,989,16,3,18,"00:08:27,389","00:08:29,357"
"Well, let me ask you something:",Therapist,neutral,Approval,989,17,3,18,"00:08:29,391","00:08:31,425"
Had you opened your test results by that night?,Therapist,neutral,Interpretation,989,18,3,18,"00:08:31,460","00:08:33,961"
No.,Client,neutral,undefined,989,19,3,18,"00:08:33,996","00:08:35,363"
Have you opened them since?,Therapist,neutral,Open question,989,20,3,18,"00:08:35,397","00:08:37,865"
The first thing that you mentioned,Therapist,neutral,Approval,989,21,3,18,"00:08:43,272","00:08:45,673"
about having sex with this man,Therapist,neutral,Restatement,989,22,3,18,"00:08:45,707","00:08:49,110"
was how good he made your breasts feel.,Therapist,neutral,Open question,989,23,3,18,"00:08:49,144","00:08:52,647"
I know that you've talked about,Therapist,neutral,Approval,989,24,3,18,"00:08:52,681","00:08:54,749"
not being able to imagine having mastectomies,Therapist,neutral,Approval,989,25,3,18,"00:08:54,783","00:08:57,585"
if the test proved positive.,Therapist,neutral,Open question,989,26,3,18,"00:08:57,619","00:08:59,820"
Do you think you might have been looking,Therapist,neutral,Open question,989,27,3,18,"00:08:59,855","00:09:02,023"
"to shield yourself,to arm yourself",Therapist,neutral,Restatement,989,28,3,18,"00:09:02,057","00:09:04,125"
"with reasons not to have the operation,",Therapist,neutral,Interpretation,989,29,3,18,"00:09:04,159","00:09:07,828"
to be reminded that your breasts,Therapist,neutral,Approval,989,30,3,18,"00:09:07,863","00:09:09,864"
are sensual,Therapist,neutral,Approval,989,31,3,18,"00:09:09,898","00:09:11,966"
and that you cannot imagine,Therapist,neutral,Restatement,989,32,3,18,"00:09:12,000","00:09:14,435"
ever losing them?,Therapist,neutral,Open question,989,33,3,18,"00:09:14,469","00:09:16,237"
I thought about reading the results,Client,neutral,undefined,989,34,3,18,"00:09:18,240","00:09:20,207"
after sleeping with Eddie.,Client,neutral,undefined,989,35,3,18,"00:09:20,242","00:09:22,009"
"I thought, you know, time to face reality.",Client,neutral,undefined,990,0,3,18,"00:09:22,044","00:09:25,079"
I left there at 3:00 A.M.,Client,neutral,undefined,990,1,3,18,"00:09:25,113","00:09:26,947"
I just... I couldn't stay any longer.,Client,neutral,undefined,990,2,3,18,"00:09:26,982","00:09:28,716"
Why not?,Therapist,neutral,Approval,990,3,3,18,"00:09:28,750","00:09:29,850"
"I was just lying awake, staring at him.",Client,neutral,undefined,990,4,3,18,"00:09:29,885","00:09:32,386"
He was tangled in the sheets.,Client,neutral,undefined,990,5,3,18,"00:09:32,421","00:09:35,323"
He looked so impossibly young.,Client,neutral,undefined,990,6,3,18,"00:09:35,357","00:09:37,825"
So how did you feel when you went home?,Therapist,neutral,Open question,990,7,3,18,"00:09:37,859","00:09:40,161"
You told me before,Therapist,neutral,Open question,990,8,3,18,"00:09:40,195","00:09:41,929"
that your house felt empty.,Therapist,neutral,Restatement,990,9,3,18,"00:09:41,963","00:09:44,065"
"No, I was relieved.",Client,neutral,undefined,990,10,3,18,"00:09:44,099","00:09:46,200"
It was good to be alone after all that intimacy.,Client,neutral,undefined,990,11,3,18,"00:09:46,234","00:09:48,969"
I got home. I put on some Lucinda Williams.,Client,neutral,undefined,990,12,3,18,"00:09:49,004","00:09:52,239"
"That seemed appropriate, you know.",Client,neutral,undefined,990,13,3,18,"00:09:52,274","00:09:54,241"
She's all about heartbreak and longing.,Client,neutral,undefined,990,14,3,18,"00:09:54,276","00:09:56,544"
And I smoked a little pot.,Client,neutral,undefined,990,15,3,18,"00:09:56,578","00:09:59,080"
And I sat there staring at the envelope.,Client,neutral,undefined,990,16,3,18,"00:09:59,114","00:10:02,516"
So did you open it?,Therapist,neutral,Restatement,990,17,3,18,"00:10:02,551","00:10:04,218"
"I couldn't. I mean,",Client,neutral,undefined,990,18,3,18,"00:10:04,252","00:10:06,754"
"I'll open this envelope, I thought,",Client,neutral,undefined,990,19,3,18,"00:10:06,788","00:10:08,889"
"and I'll find out I'm gonna be dead in five years,",Client,neutral,undefined,990,20,3,18,"00:10:08,924","00:10:11,625"
and then what? Who am I gonna call,Client,neutral,undefined,990,21,3,18,"00:10:11,660","00:10:13,527"
to help me through this?,Client,neutral,undefined,990,22,3,18,"00:10:13,562","00:10:15,963"
So I just sat there staring at it.,Client,neutral,undefined,990,23,3,18,"00:10:17,532","00:10:19,967"
And then the pot eventually made me sleepy.,Client,depression,undefined,991,0,3,18,"00:10:20,001","00:10:21,836"
I went to bed.,Client,depression,undefined,991,1,3,18,"00:10:21,870","00:10:23,804"
So who do you think of when you say,Therapist,neutral,Open question,991,2,3,18,"00:10:23,839","00:10:25,806"
that you want somebody to get you through this?,Therapist,neutral,Open question,991,3,3,18,"00:10:25,841","00:10:29,076"
"I don't know. I mean, Tricia's got",Client,depression,undefined,991,4,3,18,"00:10:29,111","00:10:31,078"
all these people getting her through it.,Client,depression,undefined,991,5,3,18,"00:10:31,113","00:10:33,013"
"I mean, she's got my daughter, right?",Client,depression,undefined,991,6,3,18,"00:10:33,048","00:10:34,849"
She's got an army of girlfriends on top of that.,Client,depression,undefined,991,7,3,18,"00:10:34,883","00:10:37,084"
"She's probably got Russell, you know,",Client,depression,undefined,991,8,3,18,"00:10:37,119","00:10:38,886"
delivering meals or something.,Client,depression,undefined,991,9,3,18,"00:10:38,920","00:10:41,222"
He always wished that I could be more like her.,Client,depression,undefined,991,10,3,18,"00:10:41,256","00:10:43,424"
